"","species","ctg","orthogroup","gene","gene_orientation","start_gene","end_gene","value"
"59925","AGAMB","2R","EOG091704GI","AGAP002957","-",30116799,30119162,NA
"59926","AGAMB","2R","EOG091707BJ","AGAP002958","-",30121146,30124358,NA
"59927","AGAMB","2R","EOG091701II","AGAP002959","+",30127056,30130209,NA
"59928","AGAMB","2R","EOG091706VM","AGAP002960","-",30130647,30132122,0.392
"59929","AGAMB","2R","EOG091700LQ","AGAP002961","+",30132598,30137317,NA
"59930","AGAMB","2R","EOG091706K2","AGAP002962","-",30137537,30138488,NA
"59931","AGAMB","2R","EOG091703L3","AGAP002966","-",30248604,30250367,NA
"59932","AGAMB","2R","EOG091700JO","AGAP002967","+",30250912,30255649,NA
"59933","AGAMB","2R","EOG091706SW","AGAP002968","-",30256154,30257423,NA
"59934","AGAMB","2R","EOG091701K9","AGAP002969","-",30258021,30259987,NA
"59935","AGAMB","2R","EOG0917010I","AGAP002970","+",30260884,30265763,NA
"59936","AGAMB","2R","EOG091703KK","AGAP002971","+",30267141,30294546,NA
"59937","AGAMB","2R","EOG091705GW","AGAP002972","-",30325462,30371076,0.02
"59938","AGAMB","2R","EOG0917087S","AGAP002973","-",30401753,30402810,NA
"59939","AGAMB","2R","EOG0917034K","AGAP002974","+",30465345,30478828,NA
"59940","AGAMB","2R","EOG09170780","AGAP002975","+",30496582,30497357,NA
"59941","AGAMB","2R","EOG091706BL","AGAP002976","-",30497484,30498690,0.108
"59942","AGAMB","2R","EOG091705IY","AGAP002977","+",30503373,30506122,NA
"59943","AGAMB","2R","EOG091709I6","AGAP002978","-",30508258,30509630,NA
"59944","AGAMB","2R","EOG0917041K","AGAP002979","-",30511244,30512075,NA
"59945","AGAMB","2R","EOG0917041K","AGAP002980","-",30512362,30513286,NA
"59946","AGAMB","2R","EOG09170ALG","AGAP002981","+",30514494,30514890,NA
"59947","AGAMB","2R","EOG0917005B","AGAP002982","+",30519486,30529112,NA
"59948","AGAMB","2R","EOG091702A9","AGAP002983","+",30532669,30539229,NA
"59949","AGAMB","2R","EOG091701FZ","AGAP002984","-",30546860,30549321,NA
"59950","AGAMB","2R","EOG0917015N","AGAP002985","+",30559009,30562654,NA
"59951","AGAMB","2R","EOG091708J2","AGAP002989","-",30631771,30633370,NA
"59952","AGAMB","2R","EOG091709KM","AGAP002990","-",30634408,30635100,NA
"59953","AGAMB","2R","EOG091705IX","AGAP002991","+",30636089,30637455,NA
"59954","AGAMB","2R","EOG091705NK","AGAP002992","+",30640200,30641115,NA
"59955","AGAMB","2R","EOG091705W1","AGAP002993","-",30668927,30670840,NA
"59956","AGAMB","2R","EOG0917099Y","AGAP002994","-",30716628,30717304,NA
"59957","AGAMB","2R","EOG0917030K","AGAP002996","+",30736470,30752375,NA
"59958","AGAMB","2R","EOG0917084V","AGAP002997","-",30755778,30758321,NA
"59959","AGAMB","2R","EOG0917025E","AGAP002999","+",30868409,30871124,NA
"59960","AGAMB","2R","EOG091703D9","AGAP003000","-",30871454,30873211,NA
"59961","AGAMB","2R","EOG091700FC","AGAP003001","-",30955034,30975549,NA
"59962","AGAMB","2R","EOG091701WB","AGAP003002","-",30969683,30972508,NA
"59963","AGAMB","2R","EOG091703HB","AGAP003003","-",30976059,30977793,NA
"59964","AGAMB","2R","EOG091704LB","AGAP003004","+",30978462,30979823,0.551
"59965","AGAMB","2R","EOG091700QS","AGAP003005","-",30985240,30999183,NA
"59966","AGAMB","2R","EOG0917080T","AGAP003006","-",31010396,31011524,NA
"59967","AGAMB","2R","EOG0917080T","AGAP003007","-",31037886,31039013,NA
"59968","AGAMB","2R","EOG091704L3","AGAP003008","+",31012044,31042208,NA
"59969","AGAMB","2R","EOG0917091D","AGAP003009","-",31050937,31051681,NA
"59970","AGAMB","2R","EOG0917022M","AGAP003010","-",31084129,31093710,NA
"59971","AGAMB","2R","EOG091701UV","AGAP003012","+",31149927,31152536,NA
"59972","AGAMB","2R","EOG091705DT","AGAP003014","+",31171946,31175457,NA
"59973","AGAMB","2R","EOG091708XD","AGAP003016","+",31182827,31183665,NA
"59974","AGAMB","2R","EOG091705TC","AGAP003017","+",31199715,31201073,NA
"59975","AGAMB","2R","EOG091701G2","AGAP003018","-",31185721,31198614,NA
"59976","AGAMB","2R","EOG091701Y9","AGAP003019","-",31201537,31204342,0.03
"59977","AGAMB","2R","EOG091703UO","AGAP003020","+",31205307,31207470,NA
"59978","AGAMB","2R","EOG0917009P","AGAP003021","+",31211005,31217737,NA
"59979","AGAMB","2R","EOG091705Q9","AGAP003022","-",31221810,31223249,NA
"59980","AGAMB","2R","EOG091702J3","AGAP003023","-",31226418,31230178,NA
"59981","AGAMB","2R","EOG091706VV","AGAP003024","+",31231092,31231941,NA
"59982","AGAMB","2R","EOG09170BQQ","AGAP003025","-",31233690,31234110,NA
"59983","AGAMB","2R","EOG091703HC","AGAP003026","+",31234682,31236284,NA
"59984","AGAMB","2R","EOG091700TJ","AGAP003027","+",31239297,31243298,0.749
"59985","AGAMB","2R","EOG091708L3","AGAP003028","-",31246289,31247897,NA
"59986","AGAMB","2R","EOG09170189","AGAP003029","+",31248698,31252178,NA
"59987","AGAMB","2R","EOG091704OB","AGAP003030","-",31252368,31254045,0.015
"59988","AGAMB","2R","EOG091702BT","AGAP003031","+",31260235,31262154,0.034
"59989","AGAMB","2R","EOG091707CQ","AGAP003032","+",31267869,31269484,NA
"59990","AGAMB","2R","EOG091700SY","AGAP003033","+",31272670,31276279,NA
"59991","AGAMB","2R","EOG09170907","AGAP003034","-",31276522,31277301,NA
"59992","AGAMB","2R","EOG091709OS","AGAP003036","+",31282013,31282560,NA
"59993","AGAMB","2R","EOG091706GV","AGAP003037","-",31283045,31291392,NA
"59994","AGAMB","2R","EOG09170450","AGAP003038","-",31294154,31309222,NA
"59995","AGAMB","2R","EOG0917030H","AGAP003039","-",31351655,31363802,NA
"59996","AGAMB","2R","EOG091701BT","AGAP003040","-",31368495,31371576,0.162
"59997","AGAMB","2R","EOG091707ZX","AGAP003041","+",31402322,31403299,NA
"59998","AGAMB","2R","EOG091703CK","AGAP003042","-",31403377,31404813,NA
"59999","AGAMB","2R","EOG091702RY","AGAP003043","+",31413921,31418523,NA
"60000","AGAMB","2R","EOG091703JP","AGAP003047","-",31427207,31433393,NA
"60001","AGAMB","2R","EOG091705N1","AGAP003048","+",31435462,31436611,NA
"60002","AGAMB","2R","EOG091704RS","AGAP003049","-",31443570,31452936,NA
"60003","AGAMB","2R","EOG0917058V","AGAP003050","-",31465072,31466452,NA
"60004","AGAMB","2R","EOG0917051V","AGAP003051","-",31471355,31476164,0.448
"60005","AGAMB","2R","EOG091706GC","AGAP003052","-",31483141,31484285,NA
"60006","AGAMB","2R","EOG091705MH","AGAP003053","+",31518962,31520179,NA
"60007","AGAMB","2R","EOG091706PW","AGAP003056","-",31592985,31593869,NA
"60008","AGAMB","2R","EOG091703K3","AGAP003059","+",31689300,31794464,NA
"60009","AGAMB","2R","EOG09170BIM","AGAP003060","-",31903310,31919014,0.082
"60010","AGAMB","2R","EOG091705S1","AGAP003061","-",31931263,31932506,NA
"60011","AGAMB","2R","EOG091702ZP","AGAP003062","-",31942229,31944513,NA
"60012","AGAMB","2R","EOG0917081I","AGAP003063","+",31944866,31945591,NA
"60013","AGAMB","2R","EOG091705S1","AGAP003064","-",31945814,31947050,NA
"60014","AGAMB","2R","EOG091703HS","AGAP003065","-",31947584,31949301,NA
"60015","AGAMB","2R","EOG091703G0","AGAP003067","-",31952516,31954336,NA
"60016","AGAMB","2R","EOG0917047X","AGAP003068","+",31958231,31959890,NA
"60017","AGAMB","2R","EOG091708IH","AGAP003069","+",31960571,31961285,NA
"60018","AGAMB","2R","EOG091701CH","AGAP003070","-",31966562,32068858,NA
"60019","AGAMB","2R","EOG091706PJ","AGAP003071","+",32002051,32013767,NA
"60020","AGAMB","2R","EOG091706UY","AGAP003073","-",32123355,32124299,0.01
"60021","AGAMB","2R","EOG091706UY","AGAP003074","-",32125481,32126401,0.01
"60022","AGAMB","2R","EOG091707PY","AGAP003075","+",32136223,32136999,NA
"60023","AGAMB","2R","EOG091700YU","AGAP003077","-",32232510,32242803,NA
"60024","AGAMB","2R","EOG091704JU","AGAP003080","+",32272668,32289048,NA
"60025","AGAMB","2R","EOG091707KJ","AGAP003081","-",32297951,32299616,NA
"60026","AGAMB","2R","EOG091704CY","AGAP003083","-",32307324,32308817,NA
"60027","AGAMB","2R","EOG091700HP","AGAP003084","-",32319954,32329681,NA
"60028","AGAMB","2R","EOG091703KF","AGAP003085","+",32329882,32331426,NA
"60029","AGAMB","2R","EOG091707MX","AGAP003086","-",32379068,32379899,0.016
"60030","AGAMB","2R","EOG091706G2","AGAP003087","+",32380139,32381270,NA
"60031","AGAMB","2R","EOG091704M6","AGAP003089","+",32384175,32385473,NA
"60032","AGAMB","2R","EOG091700KX","AGAP003090","+",32386409,32390959,NA
"60033","AGAMB","2R","EOG09170AL5","AGAP003091","-",32394629,32394964,NA
"60034","AGAMB","2R","EOG091708BL","AGAP003092","+",32413550,32414429,NA
"60035","AGAMB","2R","EOG091703ME","AGAP003093","+",32415560,32416781,0.11
"60036","AGAMB","2R","EOG0917085U","AGAP003094","-",32416914,32417898,NA
"60037","AGAMB","2R","EOG091700PS","AGAP003095","+",32419121,32421544,NA
"60038","AGAMB","2R","EOG091700PS","AGAP003096","+",32423196,32425071,NA
"60039","AGAMB","2R","EOG091700PS","AGAP003097","+",32425385,32426788,NA
"60040","AGAMB","2R","EOG0917028T","AGAP003098","-",32427076,32428603,NA
"60041","AGAMB","2R","EOG091706VD","AGAP003099","-",32428779,32430038,NA
"60042","AGAMB","2R","EOG09170159","AGAP003108","+",32496029,32500390,NA
"60043","AGAMB","2R","EOG091703C5","AGAP003109","+",32501918,32504008,NA
"60044","AGAMB","2R","EOG09170BER","AGAP003112","-",32509167,32509584,NA
"60045","AGAMB","2R","EOG091705TI","AGAP003114","+",32512705,32550718,NA
"60046","AGAMB","2R","EOG091701C9","AGAP003115","+",32677888,32742956,NA
"60047","AGAMB","2R","EOG09170A0S","AGAP003119","+",32894021,32894936,NA
"60048","AGAMB","2R","EOG091702WD","AGAP003120","-",32896402,32899586,NA
"60049","AGAMB","2R","EOG091704HB","AGAP003123","+",32933968,32935716,NA
"60050","AGAMB","2R","EOG091701WP","AGAP003124","-",32937816,32949396,NA
"60051","AGAMB","2R","EOG091701DR","AGAP003125","-",32955244,32958296,NA
"60052","AGAMB","2R","EOG09170AHJ","AGAP003126","+",32958939,32959565,NA
"60053","AGAMB","2R","EOG091704N2","AGAP003129","-",33005021,33006479,NA
"60054","AGAMB","2R","EOG09170ATA","AGAP003130","+",33018141,33018525,NA
"60055","AGAMB","2R","EOG091703CH","AGAP003131","+",33105501,33107253,NA
"60056","AGAMB","2R","EOG091704HL","AGAP003132","-",33107945,33109165,NA
"60057","AGAMB","2R","EOG091701EH","AGAP003133","+",33110369,33118993,NA
"60058","AGAMB","2R","EOG09170A6U","AGAP003134","+",33121110,33121630,0.047
"60059","AGAMB","2R","EOG09170A10","AGAP003135","-",33121848,33122383,NA
"60060","AGAMB","2R","EOG09170486","AGAP003136","+",33123351,33124806,NA
"60061","AGAMB","2R","EOG091702EZ","AGAP003137","+",33126613,33130689,NA
"60062","AGAMB","2R","EOG091701FU","AGAP003138","+",33133276,33146593,NA
"60063","AGAMB","2R","EOG09170465","AGAP003139","-",33148728,33150321,NA
"60064","AGAMB","2R","EOG09170024","AGAP003140","+",33159856,33179678,NA
"60065","AGAMB","2R","EOG0917021W","AGAP003142","+",33208673,33211207,NA
"60066","AGAMB","2R","EOG0917068G","AGAP003143","+",33212189,33213496,NA
"60067","AGAMB","2R","EOG091700V5","AGAP003145","-",33308993,33313606,NA
"60068","AGAMB","2R","EOG0917018C","AGAP003146","-",33352080,33354820,NA
"60069","AGAMB","2R","EOG091703C0","AGAP003147","-",33355143,33357052,NA
"60070","AGAMB","2R","EOG0917025S","AGAP003148","+",33357330,33358655,NA
"60071","AGAMB","2R","EOG091707XY","AGAP003149","+",33359181,33360164,NA
"60072","AGAMB","2R","EOG09170432","AGAP003150","+",33362077,33363515,0.018
"60073","AGAMB","2R","EOG091701HW","AGAP003151","+",33381051,33383831,NA
"60074","AGAMB","2R","EOG091702CK","AGAP003153","-",33386137,33388965,NA
"60075","AGAMB","2R","EOG09170A85","AGAP003154","+",33392061,33392945,NA
"60076","AGAMB","2R","EOG091701DD","AGAP003156","+",33394891,33397985,NA
"60077","AGAMB","2R","EOG0917026U","AGAP003157","-",33398909,33401332,NA
"60078","AGAMB","2R","EOG091702PR","AGAP003158","+",33403491,33405611,NA
"60079","AGAMB","2R","EOG0917017E","AGAP003159","-",33411229,33414462,NA
"60080","AGAMB","2R","EOG0917017K","AGAP003160","+",33421972,33429971,NA
"60081","AGAMB","2R","EOG091708IK","AGAP003161","+",33440117,33441734,NA
"60082","AGAMB","2R","EOG091700Y4","AGAP003162","-",33442850,33450216,NA
"60083","AGAMB","2R","EOG091703Q8","AGAP003165","-",33470221,33471783,NA
"60084","AGAMB","2R","EOG091700FT","AGAP003166","-",33491778,33497479,NA
"60085","AGAMB","2R","EOG091703W8","AGAP003168","+",33509699,33511959,NA
"60086","AGAMB","2R","EOG091704SP","AGAP003170","-",33512131,33513749,NA
"60087","AGAMB","2R","EOG091707FG","AGAP003171","+",33516527,33517806,NA
"60088","AGAMB","2R","EOG091704SP","AGAP003172","-",33519441,33521132,NA
"60089","AGAMB","2R","EOG091707FG","AGAP003173","+",33523923,33525202,NA
"60090","AGAMB","2R","EOG0917005D","AGAP003174","+",33542680,33552363,NA
"60091","AGAMB","2R","EOG09170123","AGAP003175","+",33558352,33563289,NA
"60092","AGAMB","2R","EOG09170A6E","AGAP003177","-",33572490,33573560,NA
"60093","AGAMB","2R","EOG091709UQ","AGAP003178","-",33578378,33578915,NA
"60094","AGAMB","2R","EOG09170478","AGAP003179","+",33579884,33582374,NA
"60095","AGAMB","2R","EOG091704CV","AGAP003180","-",33584357,33585991,NA
"60096","AGAMB","2R","EOG0917055Z","AGAP003181","+",33597495,33612424,NA
"60097","AGAMB","2R","EOG091700DI","AGAP003182","+",33613728,33617751,0.012
"60098","AGAMB","2R","EOG091705CN","AGAP003183","-",33617935,33618906,NA
"60099","AGAMB","2R","EOG0917041W","AGAP003185","+",33630585,33632503,0.016
"60100","AGAMB","2R","EOG091708GI","AGAP003186","+",33655095,33666264,NA
"60101","AGAMB","2R","EOG091700ET","AGAP003187","+",33669739,33686808,0.149
"60102","AGAMB","2R","EOG091702Y9","AGAP003189","+",33715621,33718321,0.109
"60103","AGAMB","2R","EOG091700MG","AGAP003190","+",33728250,33734102,0.672
"60104","AGAMB","2R","EOG091706LF","AGAP003192","-",33741890,33743397,0.058
"60105","AGAMB","2R","EOG09170605","AGAP003193","+",33743946,33744857,NA
"60106","AGAMB","2R","EOG0917044A","AGAP003194","-",33744972,33747048,NA
"60107","AGAMB","2R","EOG09170105","AGAP003198","-",33764362,33774607,0.02
"60108","AGAMB","2R","EOG091708CX","AGAP003199","-",33777477,33778309,0.701
"60109","AGAMB","2R","EOG091706DL","AGAP003200","+",33798881,33800387,NA
"60110","AGAMB","2R","EOG091702M4","AGAP003203","-",33813279,33815234,0.845
"60111","AGAMB","2R","EOG0917028D","AGAP003204","-",33819988,33822788,0.01
"60112","AGAMB","2R","EOG0917028D","AGAP003205","-",33825723,33828016,0.01
"60113","AGAMB","2R","EOG091701SU","AGAP003206","-",33850971,33881157,0.022
"60114","AGAMB","2R","EOG0917051C","AGAP003207","-",33885588,33887223,NA
"60115","AGAMB","2R","EOG091705VT","AGAP003208","+",33889491,33890456,NA
"60116","AGAMB","2R","EOG091705FN","AGAP003209","+",33903973,33905170,0.034
"60117","AGAMB","2R","EOG091702T2","AGAP003211","-",33922284,33924259,NA
"60118","AGAMB","2R","EOG0917090H","AGAP003212","-",33989708,33990962,NA
"60119","AGAMB","2R","EOG091701UT","AGAP003213","+",33991673,33994171,NA
"60120","AGAMB","2R","EOG0917060H","AGAP003214","-",33994385,33995646,NA
"60121","AGAMB","2R","EOG091704AT","AGAP003215","+",33995963,33997279,0.289
"60122","AGAMB","2R","EOG091704AT","AGAP003216","-",33997724,33999040,0.289
"60123","AGAMB","2R","EOG0917090O","AGAP003217","+",33999993,34000527,0.011
"60124","AGAMB","2R","EOG09170158","AGAP003218","-",34001157,34005420,0.335
"60125","AGAMB","2R","EOG091700E7","AGAP003221","+",34020760,34027726,0.848
"60126","AGAMB","2R","EOG091704CE","AGAP003224","-",34032126,34033836,NA
"60127","AGAMB","2R","EOG09170013","AGAP003226","-",34035214,34047851,NA
"60128","AGAMB","2R","EOG0917055E","AGAP003227","-",34048328,34049738,NA
"60129","AGAMB","2R","EOG0917019N","AGAP003230","+",34054796,34058011,0.012
"60130","AGAMB","2R","EOG09170212","AGAP003232","+",34060555,34065070,NA
"60131","AGAMB","2R","EOG091700TA","AGAP003233","+",34179373,34181722,NA
"60132","AGAMB","2R","EOG091704GN","AGAP003236","+",34315955,34317349,NA
"60133","AGAMB","2R","EOG0917049V","AGAP003237","+",34317737,34319336,NA
"60134","AGAMB","2R","EOG091703RN","AGAP003239","+",34372119,34373175,NA
"60135","AGAMB","2R","EOG091703RN","AGAP003240","+",34374231,34376001,NA
"60136","AGAMB","2R","EOG0917069R","AGAP003242","-",34392261,34394434,NA
"60137","AGAMB","2R","EOG091704Z6","AGAP003243","+",34394963,34396565,NA
"60138","AGAMB","2R","EOG091707B9","AGAP003244","-",34405986,34429426,NA
"60139","AGAMB","2R","EOG0917054X","AGAP003246","-",34456293,34457597,NA
"60140","AGAMB","2R","EOG091704IO","AGAP003249","-",34469320,34470673,0.086
"60141","AGAMB","2R","EOG091704IO","AGAP003250","-",34471993,34473530,0.086
"60142","AGAMB","2R","EOG091705FW","AGAP003251","+",34475867,34477216,NA
"60143","AGAMB","2R","EOG0917013X","AGAP003252","+",34478991,34480555,NA
"60144","AGAMB","2R","EOG091703OD","AGAP003253","-",34483756,34485232,0.019
"60145","AGAMB","2R","EOG0917044K","AGAP003254","-",34486991,34488701,0.064
"60146","AGAMB","2R","EOG091704CF","AGAP003255","-",34490489,34492051,NA
"60147","AGAMB","2R","EOG091704DR","AGAP003256","-",34492401,34494203,0.012
"60148","AGAMB","2R","EOG091707VP","AGAP003257","-",34497113,34497944,NA
"60149","AGAMB","2R","EOG091704F4","AGAP003258","+",34498848,34500524,NA
"60150","AGAMB","2R","EOG091704QI","AGAP003259","-",34500539,34502354,0.118
"60151","AGAMB","2R","EOG091704QI","AGAP003260","-",34504196,34506056,0.118
"60152","AGAMB","2R","EOG091702KB","AGAP003262","-",34567532,34569666,0.013
"60153","AGAMB","2R","EOG09170A5M","AGAP003263","+",34602234,34602658,NA
"60154","AGAMB","2R","EOG091704HD","AGAP003264","+",34604479,34605810,NA
"60155","AGAMB","2R","EOG09170530","AGAP003265","-",34606302,34607693,NA
"60156","AGAMB","2R","EOG091702SU","AGAP003266","+",34608585,34611023,NA
"60157","AGAMB","2R","EOG091705TN","AGAP003267","-",34653682,34654890,NA
"60158","AGAMB","2R","EOG091701WC","AGAP003268","-",34681316,34685013,NA
"60159","AGAMB","2R","EOG0917000I","AGAP003271","-",34740990,34762354,NA
"60160","AGAMB","2R","EOG091706AD","AGAP003272","+",34768660,34769446,0.011
"60161","AGAMB","2R","EOG091702LW","AGAP003273","+",34771377,34773314,NA
"60162","AGAMB","2R","EOG09170089","AGAP003274","+",34774563,34778942,NA
"60163","AGAMB","2R","EOG09170089","AGAP003275","+",34782135,34786741,NA
"60164","AGAMB","2R","EOG091703HE","AGAP003276","-",34787272,34792086,NA
"60165","AGAMB","2R","EOG091702S1","AGAP003277","+",34794101,34795805,NA
"60166","AGAMB","2R","EOG091706LQ","AGAP003278","+",34796180,34797120,NA
"60167","AGAMB","2R","EOG091700QW","AGAP003279","-",34797252,34801414,NA
"60168","AGAMB","2R","EOG091701SZ","AGAP003280","+",34803485,34806075,NA
"60169","AGAMB","2R","EOG091707Z4","AGAP003281","+",34818889,34819770,NA
"60170","AGAMB","2R","EOG091700QH","AGAP003283","-",34877570,34916668,NA
"60171","AGAMB","2R","EOG091706IE","AGAP003284","-",34946464,34949040,NA
"60172","AGAMB","2R","EOG091701V2","AGAP003285","+",35056128,35058971,NA
"60173","AGAMB","2R","EOG09170A2R","AGAP003286","+",35062907,35063866,0.01
"60174","AGAMB","2R","EOG0917033L","AGAP003287","-",35064760,35068555,0.013
"60175","AGAMB","2R","EOG091705Q8","AGAP003289","+",35082721,35085003,NA
"60176","AGAMB","2R","EOG09170047","AGAP003290","+",35094008,35100699,0.013
"60177","AGAMB","2R","EOG091700PJ","AGAP003292","+",35186927,35189617,NA
"60178","AGAMB","2R","EOG091702PU","AGAP003293","-",35192527,35194507,NA
"60179","AGAMB","2R","EOG091702RD","AGAP003294","+",35195072,35197482,0.376
"60180","AGAMB","2R","EOG0917053Y","AGAP003295","-",35197873,35199091,0.014
"60181","AGAMB","2R","EOG091701BE","AGAP003296","-",35201358,35208926,0.018
"60182","AGAMB","2R","EOG091701WM","AGAP003297","-",35211502,35213983,0.011
"60183","AGAMB","2R","EOG091705N5","AGAP003300","-",35217307,35219012,0.028
"60184","AGAMB","2R","EOG0917031S","AGAP003301","+",35250358,35339638,0.661
"60185","AGAMB","2R","EOG091701ZK","AGAP003302","+",35342842,35344387,NA
"60186","AGAMB","2R","EOG091702MG","AGAP003303","-",35351762,35356978,NA
"60187","AGAMB","2R","EOG091706YU","AGAP003304","-",35362528,35363334,NA
"60188","AGAMB","2R","EOG091704B3","AGAP003305","-",35382967,35451354,0.065
"60189","AGAMB","2R","EOG091709SF","AGAP003306","+",35434051,35434604,NA
"60190","AGAMB","2R","EOG091706Q1","AGAP003308","+",35614286,35629049,NA
"60191","AGAMB","2R","EOG091709GS","AGAP003309","+",35643124,35644111,NA
"60192","AGAMB","2R","EOG091704XO","AGAP003310","-",35654020,35655382,NA
"60193","AGAMB","2R","EOG0917095O","AGAP003313","+",35824971,35825456,0.081
"60194","AGAMB","2R","EOG0917029U","AGAP003314","+",35825896,35828036,NA
"60195","AGAMB","2R","EOG091701MB","AGAP003315","-",35837625,35839139,NA
"60196","AGAMB","2R","EOG091704JN","AGAP003316","+",35839743,35841338,NA
"60197","AGAMB","2R","EOG09170596","AGAP003318","+",35899937,35929388,NA
"60198","AGAMB","2R","EOG091707N0","AGAP003319","-",35905272,35906560,0.051
