"","species","ctg","orthogroup","gene","gene_orientation","start_gene","end_gene","value"
"62695","AGAMB","2L","EOG09170A0U","AGAP006712","-",37130783,37131666,NA
"62696","AGAMB","2L","EOG091704OJ","AGAP006713","+",37136298,37137714,0.185
"62697","AGAMB","2L","EOG091702HB","AGAP006714","-",37138749,37140644,0.021
"62698","AGAMB","2L","EOG091703JU","AGAP006715","+",37143407,37145059,0.011
"62699","AGAMB","2L","EOG091704ST","AGAP006716","+",37148677,37150060,NA
"62700","AGAMB","2L","EOG091701HZ","AGAP006717","+",37150360,37152373,0.027
"62701","AGAMB","2L","EOG091705QH","AGAP006719","-",37160462,37161502,0.038
"62702","AGAMB","2L","EOG091704IN","AGAP006720","-",37162048,37166329,NA
"62703","AGAMB","2L","EOG091704XD","AGAP006721","-",37184049,37235092,NA
"62704","AGAMB","2L","EOG091702G2","AGAP006723","-",37282290,37285153,NA
"62705","AGAMB","2L","EOG091702B0","AGAP006724","-",37285966,37288141,NA
"62706","AGAMB","2L","EOG091702VD","AGAP006725","-",37288762,37290931,NA
"62707","AGAMB","2L","EOG091702QO","AGAP006726","+",37291102,37292915,NA
"62708","AGAMB","2L","EOG091702N7","AGAP006727","-",37293044,37294862,NA
"62709","AGAMB","2L","EOG091702QO","AGAP006728","+",37296161,37298202,NA
"62710","AGAMB","2L","EOG0917027C","AGAP006730","-",37303003,37305734,NA
"62711","AGAMB","2L","EOG091705I7","AGAP006731","-",37315119,37386224,0.01
"62712","AGAMB","2L","EOG09170AAY","AGAP006733","+",37415493,37418989,NA
"62713","AGAMB","2L","EOG091706QT","AGAP006734","-",37420411,37421343,0.276
"62714","AGAMB","2L","EOG09170087","AGAP006735","-",37426576,37433139,0.025
"62715","AGAMB","2L","EOG091703L6","AGAP006736","+",37440809,37444142,0.023
"62716","AGAMB","2L","EOG09170A2Z","AGAP006738","+",37626060,37631679,NA
"62717","AGAMB","2L","EOG091703AL","AGAP006739","+",37639100,37642539,0.056
"62718","AGAMB","2L","EOG091705IK","AGAP006740","+",37646002,37648019,0.027
"62719","AGAMB","2L","EOG091704VV","AGAP006743","+",37702669,37703744,0.046
"62720","AGAMB","2L","EOG091709A7","AGAP006744","+",37704141,37704631,0.055
"62721","AGAMB","2L","EOG091705X2","AGAP006745","+",37707318,37709746,NA
"62722","AGAMB","2L","EOG091705JN","AGAP006746","+",37727355,37732338,NA
"62723","AGAMB","2L","EOG09170148","AGAP006747","-",37733303,37743853,NA
"62724","AGAMB","2L","EOG0917090Q","AGAP006748","-",37747064,37748204,NA
"62725","AGAMB","2L","EOG09170875","AGAP006749","+",37749024,37750518,0.025
"62726","AGAMB","2L","EOG0917016F","AGAP006750","-",37752410,37754544,0.015
"62727","AGAMB","2L","EOG09170C2A","AGAP006754","-",37775736,37871879,NA
"62728","AGAMB","2L","EOG0917096Q","AGAP006755","+",37874306,37879625,NA
"62729","AGAMB","2L","EOG0917010X","AGAP006756","-",37882266,37885355,NA
"62730","AGAMB","2L","EOG091701YX","AGAP006757","+",37909533,37914319,NA
"62731","AGAMB","2L","EOG091702F2","AGAP006758","+",37916432,37920542,0.03
"62732","AGAMB","2L","EOG091707U9","AGAP006759","-",37922005,37922885,NA
"62733","AGAMB","2L","EOG091701NE","AGAP006761","-",37924202,37926465,0.068
"62734","AGAMB","2L","EOG0917014C","AGAP006762","+",37976271,38011941,0.174
"62735","AGAMB","2L","EOG091709SY","AGAP006763","-",38017031,38017624,0.021
"62736","AGAMB","2L","EOG091705EV","AGAP006764","+",38018864,38019234,0.096
"62737","AGAMB","2L","EOG091709H5","AGAP006765","-",38021560,38023839,NA
"62738","AGAMB","2L","EOG091708VL","AGAP006766","+",38038846,38039570,NA
"62739","AGAMB","2L","EOG091704YM","AGAP006767","+",38041826,38044718,0.011
"62740","AGAMB","2L","EOG091702P4","AGAP006768","-",38046156,38048972,NA
"62741","AGAMB","2L","EOG091709ET","AGAP006769","+",38068760,38069463,NA
"62742","AGAMB","2L","EOG09170426","AGAP006770","-",38072599,38073803,NA
"62743","AGAMB","2L","EOG091704R8","AGAP006771","+",38076490,38091167,NA
"62744","AGAMB","2L","EOG0917039E","AGAP006772","+",38106663,38109297,0.153
"62745","AGAMB","2L","EOG0917069B","AGAP006773","+",38111585,38112858,0.018
"62746","AGAMB","2L","EOG091703GC","AGAP006775","+",38126877,38128644,NA
"62747","AGAMB","2L","EOG0917004V","AGAP006776","-",38134186,38148003,NA
"62748","AGAMB","2L","EOG09170574","AGAP006777","+",38163055,38165514,0.052
"62749","AGAMB","2L","EOG0917037R","AGAP006778","-",38166762,38168649,0.01
"62750","AGAMB","2L","EOG091706FG","AGAP006779","-",38170699,38171726,0.013
"62751","AGAMB","2L","EOG0917048Z","AGAP006780","+",38172694,38174267,0.025
"62752","AGAMB","2L","EOG091702OS","AGAP006781","-",38174631,38176810,NA
"62753","AGAMB","2L","EOG091706EJ","AGAP006782","-",38179028,38184068,NA
"62754","AGAMB","2L","EOG091704Y5","AGAP006784","-",38188032,38189509,NA
"62755","AGAMB","2L","EOG091704SS","AGAP006785","+",38190410,38191677,0.031
"62756","AGAMB","2L","EOG091703MZ","AGAP006786","+",38213127,38215035,NA
"62757","AGAMB","2L","EOG091707SG","AGAP006788","+",38278596,38279264,0.01
"62758","AGAMB","2L","EOG0917077R","AGAP006789","-",38280639,38281549,NA
"62759","AGAMB","2L","EOG0917067Y","AGAP006790","+",38321198,38323564,NA
"62760","AGAMB","2L","EOG09170AR2","AGAP006792","-",38451528,38452160,NA
"62761","AGAMB","2L","EOG091708RI","AGAP006793","-",38453475,38454166,NA
"62762","AGAMB","2L","EOG09170A4B","AGAP006795","-",38568139,38568683,NA
"62763","AGAMB","2L","EOG091702SW","AGAP006797","-",38575130,38577166,0.01
"62764","AGAMB","2L","EOG09170A1F","AGAP006798","+",38578768,38580035,NA
"62765","AGAMB","2L","EOG091705RD","AGAP006802","-",38668428,38669600,NA
"62766","AGAMB","2L","EOG091707E5","AGAP006804","+",38672820,38673641,NA
"62767","AGAMB","2L","EOG091702YW","AGAP006805","+",38675850,38677618,0.022
"62768","AGAMB","2L","EOG091705ZM","AGAP006806","+",38678538,38679476,0.014
"62769","AGAMB","2L","EOG091705T5","AGAP006808","-",38681919,38683209,NA
"62770","AGAMB","2L","EOG09170993","AGAP006809","-",38688410,38692401,NA
"62771","AGAMB","2L","EOG09170892","AGAP006810","+",38696587,38697539,NA
"62772","AGAMB","2L","EOG091700VF","AGAP006811","-",38698934,38704424,NA
"62773","AGAMB","2L","EOG09170BSX","AGAP006813","+",38778616,38779055,NA
"62774","AGAMB","2L","EOG091707DV","AGAP006814","-",38856915,38857997,NA
"62775","AGAMB","2L","EOG091708D9","AGAP006815","+",38858727,38859760,NA
"62776","AGAMB","2L","EOG091704M1","AGAP006818","+",38869288,38872182,0.014
"62777","AGAMB","2L","EOG0917041Z","AGAP006819","+",38882380,38884374,0.012
"62778","AGAMB","2L","EOG091702JP","AGAP006820","+",38888134,38890117,NA
"62779","AGAMB","2L","EOG0917051T","AGAP006821","+",38891170,38893291,NA
"62780","AGAMB","2L","EOG091709QI","AGAP006822","+",38907249,38907809,NA
"62781","AGAMB","2L","EOG091701CC","AGAP006823","+",38915890,38951679,NA
"62782","AGAMB","2L","EOG091709LV","AGAP006824","-",38955767,38958292,0.019
"62783","AGAMB","2L","EOG0917007L","AGAP006825","+",38996806,39030002,0.011
"62784","AGAMB","2L","EOG091700O1","AGAP006826","-",39032112,39036699,0.044
"62785","AGAMB","2L","EOG0917068P","AGAP006827","-",39037404,39038376,0.054
"62786","AGAMB","2L","EOG09170AV4","AGAP006828","+",39050740,39053041,NA
"62787","AGAMB","2L","EOG09170BCI","AGAP006829","+",39074299,39076184,0.012
"62788","AGAMB","2L","EOG091707C3","AGAP006830","+",39087983,39093538,NA
"62789","AGAMB","2L","EOG091708R7","AGAP006831","+",39111159,39111584,0.029
"62790","AGAMB","2L","EOG091708R7","AGAP006832","+",39113820,39114665,0.029
"62791","AGAMB","2L","EOG091709H6","AGAP006833","+",39116000,39116582,NA
"62792","AGAMB","2L","EOG091708QJ","AGAP006834","-",39117022,39117839,0.023
"62793","AGAMB","2L","EOG0917086J","AGAP006835","+",39133532,39145382,NA
"62794","AGAMB","2L","EOG091709IR","AGAP006836","-",39138827,39139374,NA
"62795","AGAMB","2L","EOG09170B9L","AGAP006837","+",39151550,39152078,NA
"62796","AGAMB","2L","EOG091709FG","AGAP006838","+",39161378,39162736,NA
"62797","AGAMB","2L","EOG091705Q4","AGAP006839","+",39170858,39171972,NA
"62798","AGAMB","2L","EOG09170B1N","AGAP006840","+",39174559,39175063,NA
"62799","AGAMB","2L","EOG09170B1N","AGAP006841","+",39176561,39177057,NA
"62800","AGAMB","2L","EOG09170B1N","AGAP006842","+",39178730,39179226,NA
"62801","AGAMB","2L","EOG091709NK","AGAP006843","+",39181044,39181492,NA
"62802","AGAMB","2L","EOG09170B1N","AGAP006844","-",39183142,39183638,NA
"62803","AGAMB","2L","EOG09170B1N","AGAP006845","-",39185138,39185622,NA
"62804","AGAMB","2L","EOG09170B1N","AGAP006846","+",39186318,39186814,NA
"62805","AGAMB","2L","EOG091709NK","AGAP006847","-",39187823,39188287,NA
"62806","AGAMB","2L","EOG091709WU","AGAP006848","+",39189587,39190043,NA
"62807","AGAMB","2L","EOG09170DSN","AGAP006849","+",39192165,39192554,NA
"62808","AGAMB","2L","EOG09170DSN","AGAP006850","+",39194109,39194498,NA
"62809","AGAMB","2L","EOG09170DSN","AGAP006851","+",39195928,39196317,NA
"62810","AGAMB","2L","EOG09170DSN","AGAP006852","+",39198204,39198593,NA
"62811","AGAMB","2L","EOG09170AVY","AGAP006853","-",39200923,39201294,NA
"62812","AGAMB","2L","EOG09170DSN","AGAP006854","-",39202721,39203110,NA
"62813","AGAMB","2L","EOG09170DSN","AGAP006855","-",39204665,39205054,NA
"62814","AGAMB","2L","EOG09170AVY","AGAP006856","-",39207082,39207468,NA
"62815","AGAMB","2L","EOG09170A3H","AGAP006858","-",39211329,39211784,NA
"62816","AGAMB","2L","EOG09170A3H","AGAP006859","+",39212866,39213312,NA
"62817","AGAMB","2L","EOG09170AVY","AGAP006861","+",39215802,39216191,NA
"62818","AGAMB","2L","EOG09170A3H","AGAP006862","+",39217701,39218069,NA
"62819","AGAMB","2L","EOG09170B1Z","AGAP006864","+",39221641,39222116,NA
"62820","AGAMB","2L","EOG0917074H","AGAP006866","+",39227012,39227651,NA
"62821","AGAMB","2L","EOG0917057O","AGAP006867","+",39230479,39239664,0.013
"62822","AGAMB","2L","EOG091708LO","AGAP006868","+",39269362,39275406,NA
"62823","AGAMB","2L","EOG0917080X","AGAP006870","+",39282567,39283388,NA
"62824","AGAMB","2L","EOG091706R3","AGAP006871","-",39285236,39287220,NA
"62825","AGAMB","2L","EOG091701VV","AGAP006872","+",39287864,39300071,NA
"62826","AGAMB","2L","EOG091707I3","AGAP006873","-",39302116,39306607,NA
"62827","AGAMB","2L","EOG0917069S","AGAP006874","+",39308977,39310512,NA
"62828","AGAMB","2L","EOG091704FK","AGAP006875","+",39310745,39312218,NA
"62829","AGAMB","2L","EOG0917069S","AGAP006876","+",39312570,39314187,NA
"62830","AGAMB","2L","EOG091701AL","AGAP006877","+",39314564,39318160,NA
"62831","AGAMB","2L","EOG09170AFA","AGAP006879","+",39319873,39320419,NA
"62832","AGAMB","2L","EOG091703O1","AGAP006880","+",39321904,39337242,0.014
"62833","AGAMB","2L","EOG0917034P","AGAP006881","-",39325101,39327080,NA
"62834","AGAMB","2L","EOG0917070A","AGAP006882","-",39334625,39335592,0.01
"62835","AGAMB","2L","EOG091700SP","AGAP006884","-",39348641,39353990,NA
"62836","AGAMB","2L","EOG0917003A","AGAP006885","+",39355321,39363441,NA
"62837","AGAMB","2L","EOG09170BCS","AGAP006887","+",39364952,39365620,0.019
"62838","AGAMB","2L","EOG091702LG","AGAP006888","-",39367809,39371332,NA
"62839","AGAMB","2L","EOG091708LD","AGAP006890","+",39408675,39409984,NA
"62840","AGAMB","2L","EOG091703IP","AGAP006891","-",39426797,39428212,0.072
"62841","AGAMB","2L","EOG091703VQ","AGAP006892","+",39472033,39475168,0.054
"62842","AGAMB","2L","EOG091706BY","AGAP006893","+",39550574,39551848,0.04
"62843","AGAMB","2L","EOG091705N7","AGAP006894","-",39556088,39557765,0.018
"62844","AGAMB","2L","EOG091709A8","AGAP006896","-",39560771,39561502,0.029
"62845","AGAMB","2L","EOG091705G6","AGAP006897","+",39569238,39571572,0.03
"62846","AGAMB","2L","EOG091700XF","AGAP006898","-",39574076,39578295,0.162
"62847","AGAMB","2L","EOG09170B2P","AGAP006899","+",39585663,39586049,NA
"62848","AGAMB","2L","EOG091702WR","AGAP006900","-",39634589,39672322,0.2
"62849","AGAMB","2L","EOG091704HJ","AGAP006903","+",39810501,39811998,NA
"62850","AGAMB","2L","EOG091703E0","AGAP006904","+",39821274,39836785,NA
"62851","AGAMB","2L","EOG091707ZR","AGAP006905","+",39841388,39847803,0.144
"62852","AGAMB","2L","EOG0917016H","AGAP006906","+",39851960,39854636,NA
"62853","AGAMB","2L","EOG0917016H","AGAP006907","+",39856668,39858724,NA
"62854","AGAMB","2L","EOG091703ST","AGAP006908","-",39873667,39878129,NA
"62855","AGAMB","2L","EOG091703K8","AGAP006911","+",39897086,39899652,NA
"62856","AGAMB","2L","EOG091705FB","AGAP006913","-",39948848,39951539,0.019
"62857","AGAMB","2L","EOG091708SQ","AGAP006914","+",39966768,39967692,0.012
"62858","AGAMB","2L","EOG091706GQ","AGAP006915","+",39992013,39993168,NA
"62859","AGAMB","2L","EOG09170AD2","AGAP006916","+",39993638,39994103,NA
"62860","AGAMB","2L","EOG09170543","AGAP006917","-",39994248,39995592,NA
"62861","AGAMB","2L","EOG091708OD","AGAP006918","-",39996157,39996903,NA
"62862","AGAMB","2L","EOG091701ZF","AGAP006921","+",40025757,40029213,NA
"62863","AGAMB","2L","EOG091704E2","AGAP006923","-",40044234,40051309,NA
"62864","AGAMB","2L","EOG091707K7","AGAP006924","-",40059121,40059696,NA
"62865","AGAMB","2L","EOG091702GJ","AGAP006925","-",40062068,40076345,NA
"62866","AGAMB","2L","EOG091705V4","AGAP006927","-",40081078,40082174,NA
"62867","AGAMB","2L","EOG0917059N","AGAP006928","-",40087896,40088319,0.026
"62868","AGAMB","2L","EOG0917059N","AGAP006929","-",40095187,40095615,0.026
"62869","AGAMB","2L","EOG091703LW","AGAP006930","+",40104182,40105484,0.042
"62870","AGAMB","2L","EOG091709VL","AGAP006931","+",40110711,40111688,0.014
"62871","AGAMB","2L","EOG0917008L","AGAP006932","-",40113355,40120723,0.025
"62872","AGAMB","2L","EOG0917087T","AGAP006934","-",40127227,40128852,0.179
"62873","AGAMB","2L","EOG091706PQ","AGAP006935","-",40148202,40154198,0.017
"62874","AGAMB","2L","EOG091706VJ","AGAP006936","+",40157992,40159990,NA
"62875","AGAMB","2L","EOG091709D4","AGAP006937","-",40163771,40164941,NA
"62876","AGAMB","2L","EOG091701X9","AGAP006938","-",40167174,40169246,NA
"62877","AGAMB","2L","EOG0917013I","AGAP006939","+",40171801,40175624,NA
"62878","AGAMB","2L","EOG091705XW","AGAP006940","-",40177771,40178877,0.015
"62879","AGAMB","2L","EOG09170272","AGAP006941","-",40180268,40182388,0.025
"62880","AGAMB","2L","EOG091703BF","AGAP006943","-",40190504,40192395,0.02
"62881","AGAMB","2L","EOG0917043D","AGAP006944","+",40193355,40194968,0.053
"62882","AGAMB","2L","EOG091701BK","AGAP006945","+",40195615,40198230,NA
"62883","AGAMB","2L","EOG09170A7Z","AGAP006946","-",40198288,40198772,NA
"62884","AGAMB","2L","EOG091702WS","AGAP006947","+",40199519,40201464,NA
"62885","AGAMB","2L","EOG09170814","AGAP006948","-",40202381,40203352,NA
"62886","AGAMB","2L","EOG091701XW","AGAP006949","-",40208758,40211550,NA
"62887","AGAMB","2L","EOG091705FS","AGAP006950","+",40212790,40214107,NA
"62888","AGAMB","2L","EOG091707FB","AGAP006951","+",40214578,40215748,NA
"62889","AGAMB","2L","EOG0917059F","AGAP006952","+",40216224,40217337,0.019
"62890","AGAMB","2L","EOG091708KL","AGAP006953","-",40217412,40218034,0.075
"62891","AGAMB","2L","EOG09170155","AGAP006954","-",40219748,40224804,NA
"62892","AGAMB","2L","EOG091708IR","AGAP006955","-",40233778,40235567,NA
"62893","AGAMB","2L","EOG091702FZ","AGAP006956","+",40240418,40252213,NA
"62894","AGAMB","2L","EOG091701NW","AGAP006960","+",40264635,40267199,NA
"62895","AGAMB","2L","EOG0917036R","AGAP006962","+",40275166,40276845,0.04
"62896","AGAMB","2L","EOG091705CC","AGAP006963","-",40277494,40278838,NA
"62897","AGAMB","2L","EOG091707P0","AGAP006964","-",40279733,40280542,0.034
"62898","AGAMB","2L","EOG0917009C","AGAP006965","+",40281223,40285900,0.07
"62899","AGAMB","2L","EOG091703M6","AGAP006966","+",40286914,40290516,NA
"62900","AGAMB","2L","EOG0917068E","AGAP006967","-",40298219,40321888,0.014
"62901","AGAMB","2L","EOG09170118","AGAP006968","+",40404295,40407881,0.016
"62902","AGAMB","2L","EOG091704Z9","AGAP006969","+",40410402,40412361,0.02
"62903","AGAMB","2L","EOG09170C16","AGAP006971","-",40426352,40426837,NA
"62904","AGAMB","2L","EOG09170C1Y","AGAP006972","+",40430122,40430639,NA
"62905","AGAMB","2L","EOG09170C1Y","AGAP006973","-",40432237,40432754,NA
"62906","AGAMB","2L","EOG09170B43","AGAP006975","-",40442431,40442879,NA
"62907","AGAMB","2L","EOG09170BKB","AGAP006977","-",40449493,40449916,NA
"62908","AGAMB","2L","EOG09170BRM","AGAP006978","-",40454358,40454747,NA
"62909","AGAMB","2L","EOG09170BEJ","AGAP006979","-",40455588,40455971,NA
"62910","AGAMB","2L","EOG09170BEJ","AGAP006981","-",40459508,40459898,NA
"62911","AGAMB","2L","EOG09170BEJ","AGAP006983","-",40462641,40463031,NA
"62912","AGAMB","2L","EOG09170C1Z","AGAP006986","+",40470393,40470890,0.052
"62913","AGAMB","2L","EOG091701Y0","AGAP006988","-",40480185,40482503,0.015
"62914","AGAMB","2L","EOG091701Y0","AGAP006989","-",40483191,40485267,0.015
"62915","AGAMB","2L","EOG091700E8","AGAP006990","+",40485992,40495867,NA
"62916","AGAMB","2L","EOG09170ASO","AGAP006991","-",40497066,40497432,NA
"62917","AGAMB","2L","EOG0917012Q","AGAP006992","-",40500484,40506296,NA
"62918","AGAMB","2L","EOG091700D7","AGAP006994","-",40513629,40518400,0.032
"62919","AGAMB","2L","EOG091702UV","AGAP006995","-",40522242,40531795,NA
"62920","AGAMB","2L","EOG091703SD","AGAP006996","+",40536505,40538135,NA
"62921","AGAMB","2L","EOG091700U2","AGAP006998","+",40542177,40545920,NA
"62922","AGAMB","2L","EOG09170AB8","AGAP006999","+",40586110,40586773,NA
"62923","AGAMB","2L","EOG09170ADL","AGAP007000","-",40588430,40588839,NA
"62924","AGAMB","2L","EOG091705TQ","AGAP007001","+",40589553,40590701,NA
"62925","AGAMB","2L","EOG091706VZ","AGAP007002","-",40591065,40591883,0.021
"62926","AGAMB","2L","EOG091707PM","AGAP007003","-",40592378,40593678,0.023
"62927","AGAMB","2L","EOG091709IX","AGAP007004","+",40603164,40603637,0.025
"62928","AGAMB","2L","EOG0917027V","AGAP007005","+",40607555,40728192,NA
"62929","AGAMB","2L","EOG09170027","AGAP007006","-",40730812,40759895,NA
"62930","AGAMB","2L","EOG0917049R","AGAP007008","-",40792494,40854969,0.039
"62931","AGAMB","2L","EOG091705TT","AGAP007012","-",40918279,40939517,0.019
"62932","AGAMB","2L","EOG091704T3","AGAP007014","+",40974686,40976342,NA
"62933","AGAMB","2L","EOG091700SU","AGAP007015","+",40976837,40978478,NA
"62934","AGAMB","2L","EOG091702SZ","AGAP007017","+",40981696,40983421,NA
"62935","AGAMB","2L","EOG0917052R","AGAP007018","-",40987418,40991827,NA
"62936","AGAMB","2L","EOG091700PQ","AGAP007019","+",40995292,40999290,NA
"62937","AGAMB","2L","EOG091707PE","AGAP007020","-",40999562,41000233,0.013
"62938","AGAMB","2L","EOG0917074Z","AGAP007021","+",41004004,41004869,NA
"62939","AGAMB","2L","EOG091701OZ","AGAP007022","-",41006604,41009476,NA
"62940","AGAMB","2L","EOG0917022N","AGAP007023","-",41013267,41025094,NA
"62941","AGAMB","2L","EOG091709ST","AGAP007024","+",41026040,41026432,NA
"62942","AGAMB","2L","EOG09170709","AGAP007026","-",41028650,41029559,NA
"62943","AGAMB","2L","EOG0917045B","AGAP007027","-",41033097,41036471,0.027
"62944","AGAMB","2L","EOG091703VE","AGAP007028","-",41047893,41049603,0.045
"62945","AGAMB","2L","EOG091704WR","AGAP007031","-",41165091,41222640,0.022
"62946","AGAMB","2L","EOG091700G9","AGAP007032","+",41245076,41251408,NA
"62947","AGAMB","2L","EOG091702TR","AGAP007033","-",41257877,41260152,NA
"62948","AGAMB","2L","EOG091702TR","AGAP007035","-",41266619,41268364,NA
"62949","AGAMB","2L","EOG091702TR","AGAP007036","-",41271509,41272874,NA
"62950","AGAMB","2L","EOG0917069D","AGAP007038","-",41287682,41308450,NA
"62951","AGAMB","2L","EOG0917036J","AGAP007039","+",41292201,41293914,0.033
"62952","AGAMB","2L","EOG091709ZU","AGAP007040","+",41340737,41341351,NA
"62953","AGAMB","2L","EOG091704RV","AGAP007041","+",41381834,41383025,NA
"62954","AGAMB","2L","EOG09170912","AGAP007042","+",41386830,41387365,NA
"62955","AGAMB","2L","EOG091702KO","AGAP007043","-",41561354,41563293,NA
"62956","AGAMB","2L","EOG091706K0","AGAP007044","-",41564106,41566370,0.081
"62957","AGAMB","2L","EOG091704AW","AGAP007045","+",41607334,41609127,0.051
"62958","AGAMB","2L","EOG091702GN","AGAP007048","+",41648960,41651788,NA
"62959","AGAMB","2L","EOG09170AKW","AGAP007049","-",41781096,41796192,NA
"62960","AGAMB","2L","EOG09170185","AGAP007050","-",41829053,41831327,NA
"62961","AGAMB","2L","EOG091704D4","AGAP007051","-",41835038,41856576,0.019
"62962","AGAMB","2L","EOG091705N2","AGAP007052","-",41877979,41880758,NA
"62963","AGAMB","2L","EOG091703TU","AGAP007053","+",41882673,41884370,NA
"62964","AGAMB","2L","EOG0917030C","AGAP007054","-",41884735,41887084,0.015
"62965","AGAMB","2L","EOG0917031W","AGAP007055","-",41892700,41895010,NA
"62966","AGAMB","2L","EOG09170BIE","AGAP007056","+",41905094,41905400,0.017
"62967","AGAMB","2L","EOG091702PP","AGAP007057","-",41906459,41909805,NA
"62968","AGAMB","2L","EOG091701HC","AGAP007059","-",42062331,42065873,0.031
"62969","AGAMB","2L","EOG091700TO","AGAP007060","-",42067616,42071695,NA
"62970","AGAMB","2L","EOG0917004E","AGAP007061","-",42071847,42075896,0.016
"62971","AGAMB","2L","EOG091708G4","AGAP007062","-",42124837,42125531,0.016
"62972","AGAMB","2L","EOG091707M2","AGAP007064","+",42129727,42132809,0.02
"62973","AGAMB","2L","EOG0917021R","AGAP007065","-",42135464,42146610,0.032
"62974","AGAMB","2L","EOG0917039W","AGAP007066","-",42156285,42157427,NA
"62975","AGAMB","2L","EOG091706FO","AGAP007068","-",42163507,42164594,NA
"62976","AGAMB","2L","EOG091701VK","AGAP007069","-",42165842,42176136,0.041
"62977","AGAMB","2L","EOG091705HF","AGAP007070","-",42178251,42181793,NA
"62978","AGAMB","2L","EOG091704UY","AGAP007076","+",42210099,42211696,NA
"62979","AGAMB","2L","EOG091700K4","AGAP007077","+",42212969,42215566,NA
"62980","AGAMB","2L","EOG091701WR","AGAP007078","-",42215857,42219007,NA
"62981","AGAMB","2L","EOG091702BW","AGAP007079","-",42222524,42225679,NA
"62982","AGAMB","2L","EOG091701XV","AGAP007080","-",42230022,42233168,NA
"62983","AGAMB","2L","EOG091704UB","AGAP007081","+",42256038,42259890,NA
"62984","AGAMB","2L","EOG091708F7","AGAP007082","+",42269963,42270834,NA
"62985","AGAMB","2L","EOG091700P8","AGAP007083","-",42271284,42275295,NA
"62986","AGAMB","2L","EOG091703PQ","AGAP007084","-",42280404,42282090,NA
"62987","AGAMB","2L","EOG09170462","AGAP007085","+",42284433,42286110,NA
"62988","AGAMB","2L","EOG0917002Y","AGAP007086","+",42327400,42406342,NA
"62989","AGAMB","2L","EOG0917078Q","AGAP007088","-",42413814,42415342,NA
"62990","AGAMB","2L","EOG091702F7","AGAP007089","+",42428859,42436130,NA
"62991","AGAMB","2L","EOG091704X2","AGAP007090","-",42445079,42446294,NA
"62992","AGAMB","2L","EOG09170AJ7","AGAP007091","+",42486640,42494936,NA
"62993","AGAMB","2L","EOG09170073","AGAP007092","+",42526483,42543749,NA
"62994","AGAMB","2L","EOG091702IG","AGAP007093","-",42548453,42560458,NA
"62995","AGAMB","2L","EOG091704GK","AGAP007094","-",42562679,42564294,NA
"62996","AGAMB","2L","EOG0917020G","AGAP007095","+",42571171,42576805,NA
"62997","AGAMB","2L","EOG0917055Q","AGAP007097","+",42578789,42579991,NA
"62998","AGAMB","2L","EOG091706WY","AGAP007098","+",42580370,42581440,NA
"62999","AGAMB","2L","EOG091700HC","AGAP007099","-",42583659,42623914,NA
"63000","AGAMB","2L","EOG091700C6","AGAP007100","+",42676356,42683998,NA
"63001","AGAMB","2L","EOG091702CS","AGAP007101","+",42685570,42687946,NA
"63002","AGAMB","2L","EOG09170193","AGAP007102","+",42688304,42690014,NA
"63003","AGAMB","2L","EOG091701HS","AGAP007103","+",42693306,42776909,NA
"63004","AGAMB","2L","EOG091703WT","AGAP007104","-",42784836,42792533,NA
"63005","AGAMB","2L","EOG091701C2","AGAP007105","+",42795728,42798687,NA
"63006","AGAMB","2L","EOG091700ME","AGAP007106","-",42800488,42807438,NA
"63007","AGAMB","2L","EOG091705T1","AGAP007107","+",42820288,42821343,NA
"63008","AGAMB","2L","EOG09170678","AGAP007109","-",42860665,42862101,0.022
"63009","AGAMB","2L","EOG091706C3","AGAP007110","+",42914490,42939104,NA
"63010","AGAMB","2L","EOG091707JZ","AGAP007111","+",42953258,42954424,NA
"63011","AGAMB","2L","EOG091702ZI","AGAP007112","-",42955322,42957385,NA
"63012","AGAMB","2L","EOG091704MQ","AGAP007113","+",42963004,42964452,NA
"63013","AGAMB","2L","EOG091700WT","AGAP007114","-",42980745,42991016,NA
"63014","AGAMB","2L","EOG09170BOW","AGAP007116","+",43022973,43023359,NA
"63015","AGAMB","2L","EOG091703NT","AGAP007117","+",43026452,43028115,NA
"63016","AGAMB","2L","EOG091700KU","AGAP007118","-",43031102,43037783,0.011
"63017","AGAMB","2L","EOG0917061Q","AGAP007119","-",43040960,43042238,NA
"63018","AGAMB","2L","EOG0917095V","AGAP007120","+",43043679,43044386,NA
"63019","AGAMB","2L","EOG091709UV","AGAP007121","+",43046083,43048421,NA
"63020","AGAMB","2L","EOG091704GA","AGAP007122","-",43050145,43051584,0.017
"63021","AGAMB","2L","EOG0917013O","AGAP007123","+",43053619,43057640,NA
"63022","AGAMB","2L","EOG091708NE","AGAP007124","+",43059124,43063265,NA
"63023","AGAMB","2L","EOG091704K0","AGAP007125","+",43064752,43066212,NA
"63024","AGAMB","2L","EOG091701Q5","AGAP007126","-",43066288,43069315,NA
"63025","AGAMB","2L","EOG091708CY","AGAP007127","-",43076933,43098986,NA
"63026","AGAMB","2L","EOG091701QF","AGAP007128","+",43108639,43111590,NA
"63027","AGAMB","2L","EOG091700MI","AGAP007129","-",43112100,43124095,NA
"63028","AGAMB","2L","EOG091700Z6","AGAP007130","-",43126431,43130984,NA
"63029","AGAMB","2L","EOG09170436","AGAP007131","+",43140150,43141903,NA
"63030","AGAMB","2L","EOG091700EK","AGAP007133","+",43210644,43309594,NA
